current_pos_x,current_pos_y,current_vel_x,current_vel_y,current_angular_vel,left_thruster,right_thruster,resulting_pos_x,resulting_pos_y,resulting_vel_x,resulting_vel_y,resulting_angular_vel
20.866127,38.626137,-10.812171,-29.46116,-1.7935371,0.41933376,0.37748212,20.685987,38.13376,-10.795438,-29.562168,-1.7901348
77.86607,19.465044,15.060998,20.023987,0.81411886,0.05687497,0.18727373,78.11699,19.79698,15.035432,19.831472,0.8114626
57.21758,25.423067,6.3113403,-17.471245,-0.091465,0.9897798,0.11702302,57.322704,25.13049,6.2987924,-17.587097,-0.08259977
36.369305,34.42738,-1.6842252,-11.033034,1.8876154,0.33573854,0.66641134,36.34123,34.242046,-1.6832994,-11.161337,1.8811738
88.77387,9.689011,19.973585,28.555243,-0.18035133,0.65025675,0.11437861,89.10661,10.163163,19.939316,28.357187,-0.17470141
74.0875,14.526938,13.222809,4.7942357,1.86196,0.23877698,0.37689206,74.30778,14.605213,13.199944,4.6332393,1.8574829
8.607748,33.26842,-28.31971,5.802254,-0.7394825,0.31357297,0.07769794,8.135945,33.36345,-28.27294,5.6358733,-0.7358973
57.31729,39.23141,-28.822212,4.7695975,0.3400582,0.07292146,0.75933504,56.837112,39.309315,-28.775162,4.612252,0.3326397
79.37807,7.779768,24.137047,-12.090558,0.78443986,0.9750536,0.07956138,79.78017,7.5768228,24.095835,-12.216152,0.7920748
42.08876,25.682259,-26.94671,-27.573282,-1.1856617,0.69045466,0.2099695,41.639828,25.221348,-26.902576,-27.675663,-1.1788919
62.208897,7.867154,20.946241,-12.819688,-0.5056952,0.5483398,0.53546554,62.557842,7.652067,20.910194,-12.943593,-0.50472534
39.699345,27.597927,-11.738917,-15.41765,0.39240593,0.12814625,0.89154255,39.503765,27.33955,-11.720657,-15.538306,0.38413173
23.121485,20.930506,16.673567,21.487745,-0.8059764,0.70247865,0.49271107,23.399248,21.286991,16.64446,21.308609,-0.80254126
23.251898,42.330166,-26.167984,-8.534922,0.8948098,0.8619206,0.32832965,22.815928,42.18648,-26.126066,-8.664211,0.8986481
26.629234,22.902666,-9.079416,1.5581881,-0.9005069,0.096449375,0.23172897,26.47797,22.92698,-9.064675,1.397816,-0.90035933
0.8479601,29.92989,8.991109,15.929571,0.5953422,0.951011,0.5145543,0.99772877,30.19382,8.9741535,15.764142,0.59870887
98.251816,5.2817855,4.1026564,-4.1823325,-0.7686653,0.41672248,0.8056758,98.320145,5.210618,4.0943656,-4.3183146,-0.7712694
26.591429,22.450686,8.297355,-13.9499235,-1.3990579,0.108217366,0.06278922,26.729658,22.21661,8.283309,-14.087105,-1.3962765
49.491367,14.685405,10.197703,-16.856522,0.108819306,0.99670523,0.58772874,49.66123,14.4031515,10.177891,-16.965492,0.11272118
31.498552,4.676551,-8.043978,1.4740748,0.79277337,0.16600485,0.54994583,31.364529,4.6995296,-8.031858,1.3202398,0.78762126
13.847772,40.27456,7.0427504,22.568167,0.2819929,0.40851936,0.79518795,13.965081,40.649044,7.02917,22.387331,0.27766344
64.39928,12.631439,1.7523081,6.0272107,0.114361465,0.5364092,0.44692323,64.42845,12.730319,1.7479463,5.870252,0.11506455
9.362131,34.74472,1.8202951,25.159134,0.69041914,0.12012286,0.4240407,9.392448,35.16226,1.8164833,24.963064,0.6862362
1.8421974,25.191,12.025539,29.346937,-0.31001797,0.91837156,0.52975947,2.0425208,25.67846,12.003721,29.158905,-0.30562255
90.59156,36.68417,12.00307,-2.0472999,1.8204288,0.5125052,0.66809535,90.79151,36.648563,11.981525,-2.1875405,1.8158468
95.16632,40.538483,-11.636066,-4.150299,1.2610495,0.81723493,0.7579622,94.97245,40.46791,-11.618011,-4.2804446,1.2595432
48.05792,34.992268,23.599676,-16.1197,-0.660642,0.67445624,0.30737847,48.451077,34.722187,23.559937,-16.239775,-0.6558781
69.080574,24.509241,-23.944778,-22.8645,1.5094903,0.3285986,0.04929191,68.68165,24.126688,-23.90519,-22.983398,1.509767
77.00542,21.767506,-5.3766108,-16.44075,1.0425476,0.72165346,0.42369398,76.91585,21.492104,-5.3679447,-16.557564,1.0437875
2.4864175,11.812033,28.53083,-10.112801,-1.916537,0.66228193,0.14979409,2.9617336,11.641994,28.483397,-10.245692,-1.9082315
17.893707,43.57286,-19.6615,-27.661636,0.96539646,0.7789639,0.52533907,17.566145,43.11055,-19.62942,-27.757145,0.9663223
10.512683,30.831308,11.099518,24.91042,-0.5649297,0.51281613,0.90187174,10.697595,31.244852,11.080741,24.729282,-0.5678739
73.110535,5.150413,-17.322006,-26.531748,0.39668304,0.18614075,0.82576144,72.82196,4.7068744,-17.293566,-26.633995,0.3896375
99.288826,5.20182,2.9007456,1.0661471,-0.12516452,0.5701209,0.9108988,99.337135,5.2181363,2.895526,0.92578465,-0.12835838
33.343433,41.81555,-14.062995,-24.783512,-0.950537,0.43109792,0.5892579,33.10915,41.40114,-14.039905,-24.88853,-0.95053446
59.01681,31.953218,-27.666931,-0.16451275,1.0559413,0.9055088,0.91803193,58.555878,31.949091,-27.621925,-0.2971427,1.0540594
41.778904,26.510895,-25.519436,-24.298111,-1.0544395,0.81995577,0.2553276,41.35375,26.10458,-25.477264,-24.403025,-1.0470481
20.276836,18.632502,-19.145332,0.22119416,1.2186419,0.42994273,0.48759034,19.957876,18.634642,-19.113995,0.072856165,1.2160386
58.469463,24.429247,-16.640759,-9.941255,0.6904017,0.5044765,0.36707124,58.192226,24.262077,-16.613268,-10.0734415,0.69062465
4.21929,10.019525,4.1691556,9.9234295,1.8030277,0.6263515,0.6564511,4.288746,10.183367,4.1621747,9.765035,1.7997276
1.7227108,24.143032,-24.090097,27.93816,1.4829075,0.839917,0.5724085,1.3213832,24.607018,-24.04936,27.751938,1.483111
52.5433,2.0877714,-8.878909,24.855673,1.2262988,0.07199363,0.95299816,52.39539,2.5003352,-8.863237,24.668121,1.2154632
26.008835,38.317654,23.66721,-16.649977,-1.9474713,0.8041353,0.83538604,26.403145,38.038853,23.629818,-16.758293,-1.9445429
74.75488,2.4854474,19.226734,7.7666693,-0.41367254,0.2694972,0.8547385,75.075195,2.6133306,19.195505,7.60921,-0.41882694
83.06176,7.3598323,-28.786343,1.160859,0.542044,0.22614068,0.38610703,82.58219,7.377576,-28.738104,1.0058808,0.53954506
56.356747,4.8773937,-20.875113,-17.85827,1.7039604,0.9410053,0.9346719,56.008987,4.5785027,-20.839046,-17.960608,1.7011887
69.581535,11.235301,14.483323,-21.12335,-1.9819101,0.63647985,0.42778575,69.82284,10.881874,14.460482,-21.233767,-1.976529
41.626595,16.06542,-11.894689,-13.976303,-1.1486349,0.19869363,0.513381,41.428436,15.830999,-11.874448,-14.104438,-1.1498654
81.882515,39.573708,11.160721,-20.05791,0.9865895,0.310957,0.58792317,82.06846,39.238,11.142433,-20.172812,0.98218274
93.42253,31.051302,18.88131,6.9312534,-0.5063216,0.03820077,0.51434636,93.7371,31.165169,18.850222,6.765681,-0.5102326
27.690834,44.098755,21.698055,-14.656305,0.321436,0.26931557,0.95739174,28.052324,43.853096,21.6625,-14.774744,0.31403187
71.68307,7.57792,1.2349148,11.144005,1.6933624,0.13956471,0.29626188,71.703636,7.7619495,1.2330928,10.969484,1.6889806
1.0028703,16.689949,-26.542955,-27.039574,0.56055987,0.75915146,0.31256723,0.56068313,16.23796,-26.497717,-27.140009,0.5640856
99.9551,41.279728,11.675322,-19.389175,-0.53352755,0.6765393,0.46565354,100.14962,40.955204,11.657217,-19.501183,-0.53053445
50.180565,34.06124,-27.01083,-1.7827822,-1.0268238,0.15233587,0.204875,49.730576,34.029907,-26.96553,-1.9371113,-1.0256397
79.24223,9.07911,1.945223,-23.707914,-0.9511139,0.75026673,0.18290804,79.27464,8.682602,1.9426647,-23.816185,-0.94386715
43.32538,19.071243,9.313692,-14.87002,-1.9332764,0.5216706,0.022256566,43.480545,18.821905,9.298447,-14.999459,-1.9250736
3.9969635,30.722446,-10.84351,-9.872421,0.15159827,0.7543028,0.5854043,3.8163126,30.556503,-10.8255625,-9.99693,0.1530322
83.56503,17.440115,-18.588865,-15.066119,-0.4218728,0.6269168,0.31570736,83.25534,17.18758,-18.557966,-15.188594,-0.41806403
42.130512,9.352962,2.8542852,-3.599467,0.35355815,0.26094252,0.19639146,42.17806,9.291372,2.8494694,-3.7490966,0.35361436
13.9517765,41.145206,14.29357,-5.937426,-1.8534341,0.19243406,0.4912953,14.189902,41.044704,14.269756,-6.079399,-1.8533342
85.68917,13.815725,-12.101091,-6.2451367,0.6420556,0.30338028,0.1658829,85.48757,13.710062,-12.08122,-6.39017,0.6423599
88.93722,43.45076,-8.111168,2.6277804,-1.8869796,0.044734996,0.41098753,88.802086,43.492912,-8.097847,2.4677608,-1.8874962
38.709522,26.016853,-15.769211,5.3663573,0.23524722,0.009324934,0.7720996,38.446804,26.104689,-15.743681,5.2071834,0.22724074
0.84065014,34.603195,-4.6282096,16.698353,1.6363574,0.19508618,0.03655034,0.7635434,34.879723,-4.620703,16.51119,1.6352173
22.427471,27.998188,8.191564,-4.8806257,-0.36178675,0.49200162,0.35989976,22.563938,27.915325,8.177603,-5.021562,-0.359866
10.879406,18.951672,-16.738667,13.964172,0.7427326,0.87584734,0.74808306,10.600536,19.182892,-16.711607,13.804717,0.7427723
12.401241,36.293617,-25.928074,-12.947703,1.7395475,0.30682048,0.5718448,11.969284,36.076363,-25.885185,-13.07477,1.734007
67.76705,13.637816,-19.480122,-21.546677,0.7586208,0.5305994,0.3673881,67.44253,13.277308,-19.447535,-21.659115,0.758988
15.99134,27.247313,19.71465,23.372452,-1.7470609,0.18797527,0.6036883,16.319784,27.635126,19.682175,23.183506,-1.7483046
94.102905,8.831784,-20.122057,-26.58165,-0.033213947,0.3620739,0.8192433,93.76767,8.387443,-20.088669,-26.680996,-0.037722774
26.548344,10.012807,9.094333,13.897522,1.7156304,0.79919994,0.41665483,26.69985,10.242845,9.079098,13.731402,1.7165953
85.72069,31.99485,10.133327,17.195211,0.8981251,0.97940737,0.6623734,85.88951,32.2799,10.117109,17.030682,0.89979565
56.90457,39.853745,-11.94295,-7.963396,1.9543209,0.9014302,0.6582821,56.705616,39.719643,-11.922081,-8.0874405,1.953497
34.57833,27.773447,-14.676939,16.910324,1.8091726,0.4776671,0.03407893,34.333824,28.053555,-14.651913,16.727455,1.8105911
17.075253,8.561423,-6.328717,-14.587361,-0.6343095,0.24696524,0.007277687,16.969822,8.316744,-6.3177586,-14.722108,-0.6308611
23.247742,21.464977,29.019598,8.214157,0.85485697,0.20442851,0.36569393,23.731209,21.600218,28.972174,8.046709,0.85182464
48.826954,44.608482,29.088902,-1.9400532,-0.6783135,0.93897504,0.607876,49.311596,44.574726,29.043198,-2.074457,-0.67387944
60.869873,3.3337226,-13.012615,3.091962,1.3932625,0.56826633,0.8332282,60.653107,3.3837736,-12.988782,2.9468064,1.388299
17.411055,31.679663,17.272245,5.054827,0.26941323,0.9041277,0.45775604,17.698833,31.762407,17.24615,4.9056945,0.2734212
29.266905,16.970667,17.97674,-21.439991,-0.97801083,0.80671555,0.58988345,29.566423,16.61202,17.94964,-21.54448,-0.9742186
33.22477,36.35339,19.263634,26.790783,0.5758043,0.62120587,0.59367484,33.54572,36.79822,19.2337,26.60308,0.5751211
61.50127,3.444029,-19.426434,-13.289376,-1.1484708,0.9882729,0.45173678,61.177658,3.2211773,-19.391369,-13.406689,-1.1412035
25.31063,3.5610263,-14.292022,-23.250849,0.08756538,0.56447977,0.339106,25.072544,3.1721272,-14.266806,-23.360422,0.08966968
86.51842,44.42582,-27.104858,12.183154,0.56813437,0.42761204,0.33715183,86.06687,44.627216,-27.058525,12.01232,0.5680921
53.615925,40.706913,13.7615185,27.287788,1.7907598,0.034914408,0.45671228,53.845196,41.159904,13.739493,27.087294,1.7835691
73.9095,9.471294,-8.279638,21.556683,1.8825333,0.3188955,0.039237116,73.77157,9.828781,-8.265051,21.363493,1.8821932
66.44377,3.0562916,14.740136,26.710455,-1.0351896,0.10970175,0.9144486,66.68937,3.4997535,14.718455,26.519588,-1.0415013
5.0069795,20.36768,-19.352695,-21.914288,-0.1927985,0.48457003,0.49519792,4.684594,20.00106,-19.31805,-22.024935,-0.19258381
48.68933,30.614494,28.080984,7.3495965,-0.9507412,0.16985866,0.267439,49.15716,30.735308,28.035328,7.181338,-0.95013344
96.96284,37.91625,-29.598589,-5.9451375,-0.991717,0.062318996,0.58914846,96.46975,37.815613,-29.547924,-6.087728,-0.9953263
21.453152,31.426968,16.566286,-19.250221,1.6824634,0.7304419,0.5199491,21.729166,31.104778,16.541105,-19.360754,1.6817652
44.362698,6.0779343,-21.759811,-28.989677,1.9362009,0.187949,0.87631994,44.00021,5.5934544,-21.721085,-29.087143,1.9261067
25.28834,11.573187,-8.1861,18.877363,-0.94458896,0.032211263,0.36753747,25.151974,11.8860445,-8.171322,18.689278,-0.94636506
62.722683,36.672817,-27.099337,-9.540824,-1.6246725,0.07029716,0.80482864,62.27124,36.512318,-27.051939,-9.673799,-1.629302
0.6922444,36.78216,-15.146439,22.37448,0.47510648,0.057803147,0.66441476,0.43992543,37.153336,-15.119653,22.185938,0.46825993
97.46351,15.862794,-7.8247175,22.312105,-1.0790625,0.7750155,0.8282452,97.33318,16.233082,-7.807976,22.13817,-1.0777984
45.368114,39.49146,12.07894,3.7586927,-0.63957363,0.55750185,0.1186968,45.56936,39.55249,12.060214,3.600378,-0.63412863
89.668076,20.367577,-28.64384,21.419914,0.65890765,0.36141187,0.26566496,89.19089,20.722832,-28.595024,21.231415,0.6587673
43.704796,10.446547,-7.9721003,28.766264,0.7161707,0.11697829,0.6532609,43.572,10.924215,-7.9572706,28.567894,0.7096252
65.35497,27.609907,4.7055774,-17.407518,0.096756786,0.5337366,0.9017407,65.4334,27.318447,4.700945,-17.518116,0.09292188
98.74516,17.927677,14.876203,10.62676,1.2599877,0.90651,0.47864968,98.99303,18.103252,14.854573,10.468687,1.2621628
12.143456,36.366207,20.539246,-24.416061,-1.4175388,0.690925,0.327697,12.485663,35.957912,20.50772,-24.521921,-1.4115539
65.88789,19.579578,3.6394928,13.120571,1.7216234,0.26481804,0.113861635,65.94853,19.796528,3.634275,12.941756,1.7202662
92.11825,12.152299,-23.987091,1.866824,-1.4652083,0.3450637,0.5864141,91.71866,12.181857,-23.944681,1.7157859,-1.4651798
58.293583,5.898992,7.7417603,15.010679,-1.2603954,0.42797795,0.19251329,58.422573,6.14747,7.7302938,14.832703,-1.2559476
71.82137,2.2785456,-3.310823,8.890186,-1.3705351,0.823401,0.6787457,71.76624,2.4252102,-3.3024065,8.736991,-1.3668107
25.331831,9.662103,-14.2227545,-10.361096,0.3949116,0.26805925,0.3666691,25.094893,9.487897,-14.198099,-10.496572,0.39326996
44.050873,25.388523,26.203047,-12.211107,1.1102483,0.9803247,0.59566003,44.48744,25.183662,26.162077,-12.327929,1.112241
25.80449,37.454895,-11.447019,-26.617682,-0.08920645,0.36495304,0.07374141,25.613792,37.009827,-11.427108,-26.729376,-0.08615074
13.892008,5.24573,-1.1750505,22.160673,-1.7158666,0.2712561,0.6889673,13.87245,5.613384,-1.1712235,21.97644,-1.717182
27.489967,27.874952,-26.26295,10.634654,-1.3996193,0.80326355,0.7211971,27.052458,28.050684,-26.217007,10.478998,-1.3964711
44.280308,3.5541446,20.217484,-21.198639,1.7679113,0.3586079,0.6828188,44.617138,3.199459,20.184978,-21.309303,1.761733
99.65321,24.173683,-25.650951,-27.665697,1.2301546,0.2057044,0.9310857,99.22589,23.711277,-25.606482,-27.764063,1.2208661
22.240335,34.96741,27.637144,-5.302208,1.1002879,0.5589937,0.91674733,22.700792,34.87763,27.593985,-5.432223,1.0948856
6.618332,7.1272697,-26.129032,-17.975296,-1.4706539,0.018378876,0.7788389,6.1830482,6.826241,-26.08379,-18.095467,-1.475799
79.24374,25.515133,-20.013872,11.880043,-1.4384031,0.99448764,0.4095953,78.91034,25.71159,-19.978027,11.720274,-1.4301708
3.3429906,43.996456,5.886291,-20.875027,0.8697588,0.71368235,0.83567,3.4410775,43.64725,5.878689,-20.977837,0.8670937
40.648796,33.711544,-2.0883014,-14.551702,-0.7577135,0.6590447,0.72756565,40.61403,33.467655,-2.0825322,-14.667759,-0.75713676
39.38706,30.350773,-8.234887,-3.9691966,1.4047291,0.27199653,0.12962775,39.249874,30.283014,-8.220607,-4.119163,1.4038134
37.60369,18.681704,-29.779232,15.943124,1.9126989,0.9269636,0.23372357,37.107597,18.94581,-29.727558,15.772565,1.916437
67.821175,17.39111,20.07749,4.39627,-1.7479233,0.46473297,0.96310276,68.15569,17.462893,20.047451,4.2492437,-1.74999
48.042065,23.849295,-26.706408,-10.854013,1.3410733,0.58602023,0.13938978,47.597157,23.666893,-26.660608,-10.987187,1.3433008
88.07942,38.287365,-18.88016,-17.793844,-0.10598281,0.8498241,0.7842247,87.76492,37.989502,-18.845074,-17.900524,-0.105151586
57.48457,31.949022,-25.990322,-12.383356,-0.8805266,0.6113692,0.1369016,57.051594,31.741144,-25.945417,-12.513642,-0.8743247
90.21459,40.52548,25.033598,-0.90242934,-1.3058199,0.3033942,0.36475256,90.63166,40.508854,24.99327,-1.0531175,-1.3042595
99.546585,44.9618,19.033434,-17.958735,0.88647,0.8042435,0.5831872,99.8637,44.661148,19.004011,-18.069107,0.88720196
61.82766,16.621002,13.252463,26.285072,0.723927,0.3107735,0.87915426,62.048466,17.057407,13.23263,26.097786,0.7170481
85.52063,14.673196,2.9793816,-25.068146,0.4506936,0.9543356,0.82282335,85.5703,14.254171,2.978087,-25.160322,0.45125657
2.4956303,28.005201,18.80262,-27.124277,0.63607216,0.13306028,0.855724,2.8088994,27.551785,18.773499,-27.226065,0.6277992
63.79274,40.695866,-25.614298,17.373846,0.957171,0.9970699,0.65229875,63.36605,40.98389,-25.567787,17.208874,0.9590202
44.423313,28.438189,2.5908644,9.936338,-0.4804564,0.14222386,0.62718236,44.466496,28.602156,2.588571,9.769219,-0.4844986
87.39666,24.08538,24.44242,23.944391,-0.43960452,0.25271106,0.0046595247,87.80387,24.482632,24.40239,23.74556,-0.4363966
57.19917,31.178635,-22.241175,26.275078,1.7520385,0.20276608,0.56050324,56.828655,31.614798,-22.202364,26.080702,1.7455517
96.03217,7.094799,8.255374,0.8305739,-0.21545018,0.8069293,0.84045607,96.169754,7.107216,8.24633,0.6929701,-0.21542643
19.225365,26.858486,10.30236,-17.96635,1.290855,0.2467585,0.005142047,19.397007,26.55751,10.285918,-18.095554,1.2911195
18.223701,31.721046,-9.581138,6.940223,0.7132389,0.96751547,0.8104833,18.064142,31.835268,-9.559609,6.7945,0.7136198
21.179617,7.167559,-2.9819303,1.4190072,-1.134294,0.35336348,0.8574701,21.12998,7.189703,-2.97293,1.273156,-1.1374394
7.6969423,7.0910482,-18.405785,10.314662,-1.9845788,0.8620241,0.61173105,7.3903537,7.261437,-18.370697,10.158384,-1.9787781
22.845543,41.798935,-27.560772,-6.9031954,0.70096946,0.96289116,0.7634419,22.386433,41.68252,-27.510626,-7.0265346,0.7017943
24.235748,8.371782,18.658775,24.987669,-0.78630745,0.9925353,0.17381017,24.54663,8.786568,18.630852,24.802015,-0.7768256
62.669235,28.913172,-2.4695776,18.158812,1.7504656,0.4987526,0.3340753,62.628113,29.214132,-2.4634178,17.979074,1.749197
33.288612,21.80543,-2.738772,2.9722369,0.31499335,0.85891306,0.43337187,33.243027,21.853466,-2.7304132,2.8252268,0.3187176
93.13509,13.023382,16.745808,6.7434545,1.3106877,0.5348216,0.9897133,93.41412,13.134284,16.72256,6.5939493,1.3039654
51.98687,25.029463,18.500614,0.049726073,-0.87227607,0.42620623,0.949105,52.29513,25.028826,18.474485,-0.09117921,-0.876045
25.44678,31.313515,-22.834076,-3.0683465,-0.03914303,0.81326604,0.58189577,25.066416,31.260933,-22.791697,-3.203674,-0.036768045
2.3905013,34.825787,-25.606312,-27.341356,0.10595788,0.7292692,0.21019375,1.9639378,34.368748,-25.560759,-27.443743,0.110963695
12.7880945,10.639629,-2.3940964,20.336264,0.48991805,0.22106513,0.37035027,12.748229,10.976826,-2.388241,20.148859,0.48761243
46.921722,42.350964,-1.6869761,3.0340974,-0.03962911,0.48058805,0.3958997,46.89365,42.39996,-1.6812781,2.880116,-0.03871769
93.464966,25.944212,27.547997,10.586077,1.832753,0.102609724,0.6005735,93.923935,26.11899,27.504477,10.416704,1.8247322
34.17736,2.9028635,5.8769894,4.2859187,-1.9781168,0.4000669,0.0023167995,34.275284,2.9726315,5.8687344,4.12208,-1.9708548
19.07822,14.4183445,13.652662,-3.524778,1.9366701,0.43577266,0.38102847,19.305698,14.35806,13.632601,-3.6688118,1.9339942
35.42598,6.1618824,-8.86914,16.880667,0.5886048,0.7552959,0.24424896,35.278267,6.441576,-8.850613,16.705547,0.5927273
57.944622,27.651726,2.7203786,16.38702,-0.5164737,0.46673462,0.17726998,57.98997,27.923136,2.7183847,16.20694,-0.5127245
53.692158,25.100855,-16.728258,-8.081702,0.0784715,0.24158515,0.12788722,53.413483,24.964579,-16.699022,-8.225498,0.07947601
32.681614,36.622414,-20.259888,-21.06242,-1.8151282,0.87939405,0.3790418,32.34414,36.270035,-20.22138,-21.17022,-1.807113
31.50404,37.17706,-25.141312,-0.8105542,-1.3281,0.735979,0.8224396,31.085245,37.162117,-25.094301,-0.94702595,-1.3267534
25.05602,40.2526,13.436272,28.06591,1.8610368,0.2338246,0.42286408,25.279886,40.718582,13.415862,27.866734,1.8560531
44.27651,36.06565,12.993961,9.065974,-0.67716557,0.36096498,0.5242747,44.493015,36.215137,12.97541,8.902067,-0.6776692
18.416006,30.451494,14.537483,27.24546,0.56007606,0.9686331,0.39637026,18.658243,30.903929,14.517777,27.059166,0.5648573
50.224007,35.990685,4.9176044,26.66728,-1.3721817,0.039783236,0.35054556,50.305946,36.43332,4.9107647,26.466036,-1.3730011
42.16497,43.738503,-20.302649,3.9444182,-0.7006275,0.97819275,0.30889097,41.826775,43.802734,-20.264923,3.7956772,-0.6927798
59.381588,28.92361,-1.492911,-25.423353,0.04504905,0.2668822,0.9604931,59.356754,28.498571,-1.486899,-25.524162,0.038049523
95.49761,10.3825245,29.090431,11.335777,-1.897548,0.41871017,0.016949713,95.98226,10.569747,29.043285,11.160827,-1.8903794
76.63884,15.434831,5.6819263,-21.6721,0.2851951,0.6784012,0.14574586,76.73352,15.072219,5.6744223,-21.785694,0.2900383
37.141254,14.620009,-28.235987,-7.5607343,0.3532175,0.11637806,0.4635088,36.670864,14.492446,-28.18759,-7.7018385,0.34916428
33.98112,28.779865,11.04835,-6.983325,-1.7035105,0.14635153,0.7845351,34.165207,28.661982,11.032332,-7.119626,-1.7070472
92.914055,33.221634,0.41657257,-7.0369954,1.4406668,0.9182939,0.27837268,92.92102,33.1029,0.41836047,-7.168759,1.4446582
78.238304,19.064585,4.908934,20.298315,-1.472662,0.5214109,0.40069133,78.32011,19.401205,4.9030437,20.116488,-1.4690067
10.230194,8.770853,19.008305,-8.977902,1.4732714,0.8470796,0.07760322,10.546886,8.6197405,18.97859,-9.110927,1.4785019
97.56037,26.38097,14.126759,16.382736,0.04458842,0.6533452,0.43483257,97.795746,26.652386,14.105943,16.21016,0.04669572
71.44809,26.664207,-23.036776,4.0063996,1.1107266,0.7709399,0.90784425,71.06435,26.729538,-22.994272,3.8641257,1.1075115
9.651102,20.022667,22.189705,27.92677,-1.3934653,0.6630466,0.8210037,10.020819,20.486473,22.15692,27.74142,-1.3927239
18.69343,5.0763774,-27.88355,-26.95414,-1.4698762,0.22060853,0.9355295,18.228926,4.625825,-27.834375,-27.053484,-1.4745679
46.52907,2.229849,-18.139828,-26.352728,0.14751777,0.62688226,0.28172758,46.226887,1.7892741,-18.107824,-26.457102,0.15071812
23.039873,25.506927,-14.350332,7.343673,0.8004682,0.6657938,0.6814153,22.800829,25.627802,-14.323706,7.190473,0.7989803
4.4743104,11.753964,29.008997,-27.436445,-0.44367948,0.68438905,0.6085143,4.957623,11.295401,28.963655,-27.53271,-0.44218385
42.794205,37.813934,-27.767244,-9.582768,-0.38469982,0.7481823,0.66456884,42.331642,37.65283,-27.71802,-9.706739,-0.383225
85.30448,14.414077,11.9162855,9.581584,1.3045733,0.57758224,0.54106987,85.50302,14.572194,11.898736,9.420886,1.3027673
